               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11291,            0.013401,            0.027142,           0.0022418,                0.66,           0.0023953,          0.00033749,            0.099146,            0.012385,            0.025715,              0.0973,              0.0003,              0.0003
                   1,             0.12083,            0.015245,            0.029491,           0.0028974,                0.86,           0.0041966,          0.00071474,            0.092084,            0.013803,            0.025596,            0.093699,          0.00069861,          0.00069861
                   2,             0.10985,            0.017231,            0.029628,           0.0033538,                   1,           0.0069767,           0.0014932,            0.083947,            0.014422,            0.026143,            0.090096,           0.0010956,           0.0010956
                   3,            0.097383,            0.023942,            0.029928,           0.0033474,                   1,           0.0095622,            0.002378,             0.07094,            0.015642,            0.027048,            0.086491,           0.0014911,           0.0014911
                   4,            0.090508,            0.025688,            0.028948,           0.0033402,                   1,             0.01011,           0.0026895,            0.066363,            0.015896,            0.026952,            0.082885,            0.001885,            0.001885
                   5,            0.082614,             0.02471,            0.029778,           0.0033352,                   1,            0.010016,           0.0028802,            0.059797,            0.016498,            0.025876,            0.079277,           0.0022772,           0.0022772
                   6,            0.078402,            0.027457,            0.028639,           0.0032663,                0.98,           0.0098366,           0.0029341,            0.054149,            0.016355,            0.024666,            0.075668,           0.0026679,           0.0026679
                   7,            0.068321,            0.028906,            0.027382,           0.0033341,                   1,            0.047391,            0.009708,            0.049712,              0.0162,            0.022362,            0.072057,            0.003057,            0.003057
                   8,            0.067853,            0.027757,             0.02653,             0.02663,                   1,             0.12643,            0.024289,            0.051499,            0.015554,             0.02126,            0.068445,           0.0034446,           0.0034446
                   9,             0.06786,            0.026633,            0.027051,             0.41848,                0.78,             0.47185,            0.084052,            0.061531,             0.01229,            0.021096,            0.064831,           0.0038305,           0.0038305
                  10,            0.067129,            0.025976,            0.026183,             0.18052,                0.96,             0.39119,            0.094769,            0.055138,            0.012178,            0.020994,            0.061215,           0.0042149,           0.0042149
                  11,            0.063917,            0.024485,            0.026433,             0.13479,                   1,             0.30951,             0.10757,            0.059598,            0.012007,            0.019836,            0.057598,           0.0045976,           0.0045976
                  12,             0.06119,            0.026393,            0.025467,             0.15185,                0.54,             0.32799,             0.12763,            0.058507,            0.011214,            0.019672,            0.053979,           0.0049788,           0.0049788
                  13,            0.063044,            0.020535,            0.025899,             0.52878,              0.8028,             0.70053,             0.24318,            0.049811,            0.011905,            0.019253,            0.050358,           0.0053584,           0.0053584
                  14,            0.059504,             0.02403,            0.026275,             0.38078,                0.82,             0.60558,             0.37434,            0.052296,            0.012224,            0.020121,            0.046736,           0.0057365,           0.0057365
                  15,            0.063638,            0.021993,             0.02553,             0.25471,                0.76,             0.44337,             0.10486,            0.051732,            0.011956,            0.020911,            0.043113,           0.0061129,           0.0061129
                  16,            0.058704,            0.021288,            0.025309,             0.32973,                0.98,             0.64736,             0.33243,            0.050518,            0.011686,            0.021731,            0.039488,           0.0064877,           0.0064877
                  17,            0.065473,             0.02209,             0.02523,             0.36373,                0.74,             0.51878,             0.21385,            0.070791,           0.0097254,             0.02289,            0.035861,            0.006861,            0.006861
                  18,            0.066727,            0.017652,              0.0266,             0.33158,                 0.9,             0.66662,             0.19306,             0.04748,            0.011696,            0.023759,            0.032233,           0.0072327,           0.0072327
                  19,            0.054913,            0.018171,            0.024348,             0.28008,                0.98,             0.75881,              0.3607,            0.060423,            0.010369,            0.023601,            0.028603,           0.0076028,           0.0076028
                  20,            0.057174,            0.019434,            0.025325,             0.28594,             0.97465,             0.66976,             0.26808,            0.059407,            0.010187,            0.023301,            0.024971,           0.0079713,           0.0079713
                  21,            0.063874,            0.017694,            0.024447,             0.28135,                   1,             0.64615,             0.11704,            0.049595,            0.011547,            0.023849,            0.021338,           0.0083383,           0.0083383
                  22,            0.054619,            0.018561,            0.027826,              0.3122,                0.94,             0.67396,             0.39084,            0.071213,           0.0089639,            0.022612,            0.017704,           0.0087036,           0.0087036
                  23,            0.070458,            0.017278,            0.025738,             0.31298,                   1,             0.61031,             0.14224,            0.041428,            0.011063,             0.02205,            0.014067,           0.0090674,           0.0090674
                  24,            0.046342,            0.019064,            0.024518,             0.37339,                0.84,              0.5625,             0.28547,            0.064971,           0.0097762,            0.021076,             0.01043,           0.0094296,           0.0094296
                  25,            0.068222,            0.018386,            0.024852,             0.40437,                0.58,             0.71772,             0.24524,            0.041131,            0.010771,            0.020907,            0.009505,            0.009505,            0.009505
                  26,            0.056486,            0.018151,            0.024089,             0.32457,                0.64,             0.63875,             0.32148,            0.057332,           0.0097638,            0.020917,            0.009505,            0.009505,            0.009505
                  27,            0.060031,            0.019013,             0.02456,             0.33838,                0.94,             0.55978,             0.18886,            0.047435,            0.010621,            0.019895,           0.0094852,           0.0094852,           0.0094852
                  28,            0.056437,            0.018986,            0.023128,             0.39296,                0.94,             0.58553,             0.30856,            0.046694,            0.010665,            0.018394,           0.0094654,           0.0094654,           0.0094654
                  29,            0.050952,            0.017614,            0.023741,             0.57895,                0.92,             0.77719,             0.41528,            0.043249,            0.010023,            0.018094,           0.0094456,           0.0094456,           0.0094456
                  30,            0.048967,            0.022137,            0.024055,             0.34067,             0.78746,             0.39603,             0.11588,            0.040038,            0.010812,            0.017492,           0.0094258,           0.0094258,           0.0094258
                  31,            0.052538,            0.020681,            0.023191,              0.5579,                 0.8,             0.72804,             0.21052,            0.046755,            0.010395,             0.01733,            0.009406,            0.009406,            0.009406
                  32,            0.050901,            0.016851,            0.023341,             0.36041,             0.65482,             0.63549,             0.22743,            0.045669,            0.010318,            0.016302,           0.0093862,           0.0093862,           0.0093862
                  33,            0.051055,             0.01742,            0.021338,             0.62535,             0.82073,             0.84584,              0.4068,             0.03527,           0.0095826,            0.016405,           0.0093664,           0.0093664,           0.0093664
                  34,            0.045431,            0.018128,            0.021697,             0.78566,                0.72,             0.80073,             0.21651,            0.044177,            0.010308,            0.015845,           0.0093466,           0.0093466,           0.0093466
                  35,            0.049815,            0.020562,            0.021487,             0.86379,             0.76958,             0.91176,             0.39353,            0.045781,           0.0092837,             0.01552,           0.0093268,           0.0093268,           0.0093268
                  36,            0.053618,            0.017634,            0.021651,             0.90295,                0.86,             0.95707,             0.42007,            0.040246,           0.0092599,            0.014498,            0.009307,            0.009307,            0.009307
                  37,            0.042027,            0.014464,            0.019208,             0.63791,                0.96,             0.85542,             0.35332,            0.037754,           0.0086422,             0.01452,           0.0092872,           0.0092872,           0.0092872
                  38,            0.048163,            0.013431,            0.018297,             0.57821,                0.94,             0.83345,             0.34638,            0.047343,           0.0083071,            0.014086,           0.0092674,           0.0092674,           0.0092674
                  39,            0.047282,            0.017096,            0.018017,             0.65312,                0.94,             0.84843,             0.43101,            0.035665,           0.0082456,            0.013247,           0.0092476,           0.0092476,           0.0092476
                  40,            0.043136,            0.016947,            0.019868,             0.71909,             0.95068,             0.94431,             0.54596,            0.039982,            0.008665,            0.012252,           0.0092278,           0.0092278,           0.0092278
                  41,            0.044669,            0.014738,             0.01729,             0.45643,                0.88,             0.74138,             0.28289,            0.044879,           0.0084946,            0.011469,            0.009208,            0.009208,            0.009208
                  42,            0.049339,              0.0139,            0.017649,             0.72912,             0.75412,             0.79853,             0.55841,            0.029398,           0.0087655,              0.0126,           0.0091882,           0.0091882,           0.0091882
                  43,            0.040567,            0.015129,            0.015433,             0.49996,                 0.7,             0.60712,             0.22303,            0.045758,           0.0081669,            0.012642,           0.0091684,           0.0091684,           0.0091684
                  44,            0.043594,            0.014478,            0.016341,             0.71635,             0.86886,             0.90243,             0.61929,            0.032161,           0.0083733,            0.011721,           0.0091486,           0.0091486,           0.0091486
                  45,            0.045158,            0.013244,            0.018676,             0.81677,             0.72657,             0.82472,             0.31705,            0.044304,           0.0080632,            0.011439,           0.0091288,           0.0091288,           0.0091288
                  46,            0.040094,            0.013377,            0.013228,             0.59317,             0.77255,             0.77163,             0.40384,            0.035958,           0.0088814,           0.0097865,            0.009109,            0.009109,            0.009109
                  47,            0.050823,            0.012891,            0.014033,             0.86883,              0.9052,              0.9424,             0.30636,            0.036819,           0.0074077,           0.0089411,           0.0090892,           0.0090892,           0.0090892
                  48,            0.037739,            0.014053,            0.013431,             0.80868,             0.90479,             0.95152,             0.65074,            0.038602,            0.007145,           0.0073949,           0.0090694,           0.0090694,           0.0090694
                  49,            0.048711,            0.012156,            0.013588,             0.97567,                0.96,             0.97771,              0.3905,            0.039752,           0.0071865,           0.0061024,           0.0090496,           0.0090496,           0.0090496
                  50,            0.041175,            0.012538,             0.01197,              0.6705,                   1,             0.91629,              0.5794,            0.034748,           0.0072502,           0.0049025,           0.0090298,           0.0090298,           0.0090298
                  51,             0.04255,            0.011609,             0.01205,             0.95038,                   1,               0.995,              0.4102,            0.036481,           0.0065591,           0.0043387,             0.00901,             0.00901,             0.00901
                  52,            0.039823,             0.01388,            0.010774,             0.91867,                   1,               0.995,             0.71343,            0.030114,           0.0064909,           0.0038672,           0.0089902,           0.0089902,           0.0089902
                  53,            0.039286,            0.013529,            0.012276,             0.97238,                   1,             0.99269,             0.35578,            0.041979,           0.0064782,           0.0034839,           0.0089704,           0.0089704,           0.0089704
                  54,            0.035762,            0.011505,            0.011266,             0.71824,                   1,             0.93518,             0.69612,            0.029459,            0.006514,           0.0031469,           0.0089506,           0.0089506,           0.0089506
                  55,            0.038399,            0.013834,            0.010165,             0.80703,             0.86139,             0.92323,             0.38399,             0.04106,           0.0063567,            0.002842,           0.0089308,           0.0089308,           0.0089308
                  56,            0.039614,            0.012799,            0.010697,             0.76443,             0.97461,             0.97167,             0.75733,            0.032695,           0.0061402,           0.0028192,            0.008911,            0.008911,            0.008911
                  57,            0.032648,            0.012707,           0.0092144,             0.83724,             0.95139,              0.9578,             0.38289,            0.038018,           0.0062826,           0.0027117,           0.0088912,           0.0088912,           0.0088912
                  58,            0.041023,            0.010352,           0.0082654,             0.92949,             0.98418,             0.96905,             0.74219,            0.034826,           0.0058454,           0.0025714,           0.0088714,           0.0088714,           0.0088714
                  59,            0.033433,            0.011918,            0.008918,             0.79463,                   1,             0.95609,             0.58718,            0.040869,           0.0059249,           0.0025224,           0.0088516,           0.0088516,           0.0088516
                  60,            0.032859,            0.010217,           0.0089936,             0.98282,                   1,               0.995,             0.68483,            0.029152,           0.0056299,           0.0028832,           0.0088318,           0.0088318,           0.0088318
                  61,            0.032672,            0.011232,           0.0080088,             0.75905,                0.94,             0.92749,             0.58529,            0.032714,           0.0056972,           0.0030146,            0.008812,            0.008812,            0.008812
                  62,            0.040133,            0.011301,           0.0091788,             0.92125,                   1,             0.99423,             0.49297,            0.037618,           0.0055062,           0.0032194,           0.0087922,           0.0087922,           0.0087922
                  63,            0.038848,             0.01136,           0.0063403,             0.99544,                   1,               0.995,             0.74731,            0.024676,           0.0052762,            0.003286,           0.0087724,           0.0087724,           0.0087724
                  64,            0.035577,            0.011241,            0.010748,             0.88877,                   1,             0.98833,             0.49814,            0.032609,           0.0055172,           0.0030792,           0.0087526,           0.0087526,           0.0087526
                  65,            0.034572,            0.010531,            0.006657,             0.66476,                   1,             0.77774,             0.51869,            0.030876,           0.0058961,           0.0029236,           0.0087328,           0.0087328,           0.0087328
                  66,            0.037214,            0.010025,           0.0072949,             0.91879,                   1,               0.956,             0.61042,            0.031805,           0.0052326,           0.0027316,            0.008713,            0.008713,            0.008713
                  67,            0.037164,           0.0097097,           0.0077271,             0.74691,                   1,             0.96386,             0.76579,            0.027748,           0.0054703,           0.0026415,           0.0086932,           0.0086932,           0.0086932
                  68,             0.03707,            0.009552,           0.0086101,             0.74269,                   1,              0.9694,             0.62067,            0.030947,           0.0054262,           0.0023045,           0.0086734,           0.0086734,           0.0086734
                  69,            0.037177,            0.011443,            0.012661,             0.78056,             0.92805,             0.97714,             0.77807,            0.022756,           0.0057711,           0.0022208,           0.0086536,           0.0086536,           0.0086536
                  70,            0.035834,            0.011241,           0.0069732,             0.98577,                   1,               0.995,             0.45912,            0.033134,           0.0055982,           0.0018765,           0.0086338,           0.0086338,           0.0086338
                  71,            0.039732,           0.0093876,            0.007863,             0.97612,                   1,               0.995,             0.75083,            0.035111,           0.0054689,           0.0018055,            0.008614,            0.008614,            0.008614
                  72,            0.041104,            0.010976,           0.0064853,             0.99505,                   1,               0.995,             0.64047,            0.025386,           0.0049206,           0.0018055,           0.0085942,           0.0085942,           0.0085942
                  73,            0.031035,            0.010898,           0.0095087,             0.80689,             0.96429,             0.94981,             0.41198,            0.032105,           0.0060051,           0.0016605,           0.0085744,           0.0085744,           0.0085744
                  74,            0.038095,           0.0098054,           0.0072492,             0.99373,             0.99965,               0.995,             0.75626,            0.022126,           0.0050643,            0.001616,           0.0085546,           0.0085546,           0.0085546
                  75,            0.032388,            0.012398,           0.0057066,             0.99473,             0.97076,               0.995,             0.68677,              0.0317,           0.0050537,           0.0013166,           0.0085348,           0.0085348,           0.0085348
                  76,            0.036252,             0.01152,           0.0055846,             0.74776,                   1,               0.983,             0.69051,             0.02432,           0.0050621,           0.0012325,            0.008515,            0.008515,            0.008515
                  77,            0.031705,           0.0093078,           0.0051686,             0.83031,                0.94,             0.96457,             0.59757,            0.027556,           0.0049242,           0.0012987,           0.0084952,           0.0084952,           0.0084952
                  78,            0.035218,            0.010065,           0.0051583,             0.78472,                   1,             0.98962,             0.61523,             0.02632,           0.0047646,           0.0013738,           0.0084754,           0.0084754,           0.0084754
                  79,            0.033946,            0.011151,           0.0058402,             0.98564,                   1,               0.995,             0.66892,            0.026402,           0.0047962,           0.0014876,           0.0084556,           0.0084556,           0.0084556
                  80,            0.031409,           0.0083446,              0.0046,             0.96358,                   1,               0.995,             0.69458,            0.021058,           0.0046609,           0.0017357,           0.0084358,           0.0084358,           0.0084358
                  81,            0.033081,           0.0093892,            0.014855,             0.97641,                   1,             0.97885,              0.7324,            0.023063,           0.0045905,           0.0019453,            0.008416,            0.008416,            0.008416
                  82,            0.030765,            0.008803,           0.0099584,             0.83047,                   1,             0.95836,             0.66973,            0.025619,           0.0046342,           0.0020799,           0.0083962,           0.0083962,           0.0083962
                  83,            0.033111,           0.0076704,           0.0056091,             0.96672,                   1,               0.995,             0.78109,            0.026237,           0.0044914,           0.0020208,           0.0083764,           0.0083764,           0.0083764
                  84,            0.030844,            0.010055,             0.01045,             0.99515,                   1,               0.995,             0.58612,             0.02198,           0.0045875,           0.0019604,           0.0083566,           0.0083566,           0.0083566
                  85,            0.031408,            0.010168,           0.0091685,             0.99425,                   1,               0.995,             0.73064,              0.0229,           0.0042948,           0.0019684,           0.0083368,           0.0083368,           0.0083368
                  86,            0.030644,            0.010201,           0.0051456,             0.99497,                   1,               0.995,             0.63953,            0.023106,           0.0045088,           0.0019263,            0.008317,            0.008317,            0.008317
                  87,            0.032423,           0.0075289,           0.0056313,             0.99422,                   1,               0.995,             0.74456,            0.024246,           0.0041841,           0.0018573,           0.0082972,           0.0082972,           0.0082972
                  88,            0.030795,           0.0094933,           0.0051098,             0.99137,                   1,               0.995,             0.50017,            0.026052,           0.0045151,            0.001747,           0.0082774,           0.0082774,           0.0082774
                  89,            0.033814,           0.0093433,           0.0042172,             0.99486,                   1,               0.995,             0.81572,            0.020057,           0.0041013,           0.0018045,           0.0082576,           0.0082576,           0.0082576
                  90,            0.033825,             0.01014,           0.0058835,             0.99604,                   1,               0.995,             0.67423,            0.018628,           0.0042766,           0.0016878,           0.0082378,           0.0082378,           0.0082378
                  91,            0.028951,           0.0079483,           0.0047868,             0.99512,                   1,               0.995,             0.79632,            0.022685,           0.0041486,           0.0015973,            0.008218,            0.008218,            0.008218
                  92,            0.028485,            0.010225,           0.0043062,             0.99523,                   1,               0.995,             0.57597,            0.021665,           0.0043225,           0.0014481,           0.0081982,           0.0081982,           0.0081982
                  93,            0.029194,           0.0070312,            0.005166,             0.99625,                   1,               0.995,             0.79452,            0.019844,           0.0040672,           0.0014797,           0.0081784,           0.0081784,           0.0081784
                  94,            0.026023,           0.0074417,           0.0034616,             0.99583,                   1,               0.995,             0.53272,            0.028622,           0.0043635,           0.0013555,           0.0081586,           0.0081586,           0.0081586
                  95,             0.02962,           0.0084509,           0.0087628,             0.99569,                   1,               0.995,             0.79773,            0.016222,           0.0040212,           0.0013711,           0.0081388,           0.0081388,           0.0081388
                  96,            0.029505,           0.0092065,           0.0046417,             0.99509,                   1,               0.995,             0.53774,            0.027599,           0.0043128,           0.0012804,            0.008119,            0.008119,            0.008119
                  97,            0.028742,             0.01134,           0.0042892,             0.99585,                   1,               0.995,             0.82086,            0.016307,           0.0039542,           0.0013456,           0.0080992,           0.0080992,           0.0080992
                  98,            0.025668,           0.0077248,           0.0053311,             0.98239,                   1,               0.995,             0.58439,            0.028622,           0.0044096,           0.0013782,           0.0080794,           0.0080794,           0.0080794
                  99,            0.025117,           0.0076473,           0.0043687,               0.997,                   1,               0.995,             0.85932,            0.016939,           0.0039514,           0.0015474,           0.0080596,           0.0080596,           0.0080596
                 100,            0.028371,             0.01042,           0.0044676,              0.9952,                   1,               0.995,             0.63457,            0.026498,           0.0043707,           0.0013426,           0.0080398,           0.0080398,           0.0080398
                 101,            0.028499,           0.0071158,           0.0043574,             0.99503,                   1,               0.995,             0.75106,            0.021265,           0.0042178,           0.0013341,             0.00802,             0.00802,             0.00802
                 102,            0.028649,           0.0095115,           0.0062005,             0.99365,                   1,               0.995,             0.76204,            0.020897,           0.0042229,           0.0012713,           0.0080002,           0.0080002,           0.0080002
                 103,            0.030118,           0.0082487,           0.0053548,             0.99337,                   1,               0.995,             0.73302,            0.024899,            0.004376,           0.0012696,           0.0079804,           0.0079804,           0.0079804
                 104,            0.028349,           0.0094121,           0.0057289,             0.99394,                   1,               0.995,             0.82399,            0.018209,           0.0040713,           0.0012017,           0.0079606,           0.0079606,           0.0079606
                 105,             0.02694,            0.010042,           0.0042306,             0.99486,                   1,               0.995,             0.75021,            0.017673,            0.003866,           0.0012444,           0.0079408,           0.0079408,           0.0079408
                 106,            0.026412,           0.0084144,           0.0033164,             0.99443,                   1,               0.995,             0.68422,            0.025485,           0.0040023,            0.001185,            0.007921,            0.007921,            0.007921
                 107,            0.028708,           0.0097748,           0.0057986,             0.99572,                   1,               0.995,             0.76983,            0.018338,           0.0037507,           0.0012833,           0.0079012,           0.0079012,           0.0079012
                 108,            0.025202,           0.0078821,            0.004302,             0.99664,                   1,               0.995,             0.75732,            0.019508,           0.0038835,           0.0012954,           0.0078814,           0.0078814,           0.0078814
                 109,             0.02878,           0.0073181,           0.0039966,             0.99644,                   1,               0.995,             0.70776,            0.020077,            0.003796,           0.0013446,           0.0078616,           0.0078616,           0.0078616
                 110,            0.022903,           0.0077306,           0.0048846,             0.99708,                   1,               0.995,             0.79909,            0.018904,           0.0037351,           0.0013509,           0.0078418,           0.0078418,           0.0078418
                 111,            0.028763,            0.011334,           0.0046437,             0.99625,                   1,               0.995,             0.70036,            0.019057,           0.0037887,           0.0012759,            0.007822,            0.007822,            0.007822
                 112,            0.027999,           0.0080165,           0.0043556,             0.99556,                   1,               0.995,             0.86258,            0.018913,           0.0036783,           0.0012146,           0.0078022,           0.0078022,           0.0078022
                 113,            0.028996,           0.0082022,            0.004682,             0.99502,                   1,               0.995,             0.71937,            0.023305,             0.00384,           0.0011366,           0.0077824,           0.0077824,           0.0077824
                 114,            0.025997,           0.0075448,           0.0052016,             0.99573,                   1,               0.995,             0.81432,            0.017115,           0.0036715,           0.0011118,           0.0077626,           0.0077626,           0.0077626
                 115,            0.029287,           0.0077374,           0.0044693,             0.99519,                   1,               0.995,             0.78142,            0.020512,           0.0036139,           0.0011249,           0.0077428,           0.0077428,           0.0077428
                 116,            0.021692,           0.0062471,           0.0033644,             0.99697,                   1,               0.995,             0.81451,            0.016781,           0.0036637,           0.0011112,            0.007723,            0.007723,            0.007723
                 117,            0.027214,           0.0077661,           0.0030058,             0.99671,                   1,               0.995,             0.81695,             0.01901,           0.0035857,           0.0011344,           0.0077032,           0.0077032,           0.0077032
                 118,              0.0225,           0.0083748,           0.0036061,              0.9966,                   1,               0.995,             0.70976,            0.019592,           0.0040039,           0.0011317,           0.0076834,           0.0076834,           0.0076834
                 119,            0.027325,           0.0089278,           0.0042245,             0.99662,                   1,               0.995,             0.86975,            0.015052,           0.0035343,           0.0011155,           0.0076636,           0.0076636,           0.0076636
                 120,            0.025648,           0.0076328,            0.011488,             0.99701,                   1,               0.995,             0.82286,            0.015789,           0.0037793,           0.0012082,           0.0076438,           0.0076438,           0.0076438
                 121,            0.019405,           0.0088999,           0.0033278,             0.99736,                   1,               0.995,             0.85216,            0.021642,           0.0038338,           0.0011043,            0.007624,            0.007624,            0.007624
                 122,            0.030576,           0.0061308,           0.0030946,             0.99704,                   1,               0.995,             0.66502,            0.018663,           0.0041373,           0.0010818,           0.0076042,           0.0076042,           0.0076042
                 123,            0.025338,           0.0067652,           0.0048242,               0.997,                   1,               0.995,             0.86355,             0.01794,             0.00367,            0.001002,           0.0075844,           0.0075844,           0.0075844
                 124,            0.022646,           0.0061904,             0.00337,              0.9966,                   1,               0.995,             0.73748,            0.021121,           0.0040223,           0.0010067,           0.0075646,           0.0075646,           0.0075646
                 125,            0.023592,           0.0070209,           0.0046994,             0.99659,                   1,               0.995,             0.84898,            0.016269,            0.003656,           0.0010309,           0.0075448,           0.0075448,           0.0075448
                 126,            0.023558,           0.0064487,           0.0060988,             0.99623,                   1,               0.995,             0.65222,            0.020281,           0.0040832,           0.0011059,            0.007525,            0.007525,            0.007525
                 127,            0.022866,           0.0072799,           0.0026097,              0.9964,                   1,               0.995,             0.88787,             0.01633,           0.0035224,           0.0012637,           0.0075052,           0.0075052,           0.0075052
                 128,            0.024023,           0.0083741,           0.0066211,             0.99717,                   1,               0.995,             0.72448,            0.020308,           0.0038497,           0.0015239,           0.0074854,           0.0074854,           0.0074854
                 129,            0.027406,           0.0079886,           0.0045188,             0.99654,                   1,               0.995,             0.82172,            0.010907,           0.0033209,           0.0016144,           0.0074656,           0.0074656,           0.0074656
                 130,            0.023181,           0.0073205,           0.0037463,             0.97741,                   1,               0.995,             0.68939,            0.019994,           0.0037819,            0.001721,           0.0074458,           0.0074458,           0.0074458
                 131,             0.02556,           0.0079375,           0.0045592,             0.99654,                   1,               0.995,             0.75124,            0.016536,           0.0033967,           0.0015698,            0.007426,            0.007426,            0.007426
                 132,            0.025187,           0.0080421,           0.0068704,             0.99681,                   1,               0.995,             0.85182,            0.011341,           0.0033927,           0.0015323,           0.0074062,           0.0074062,           0.0074062
                 133,            0.024611,           0.0061811,           0.0038045,             0.99712,                   1,               0.995,             0.72705,            0.021858,           0.0036851,           0.0014444,           0.0073864,           0.0073864,           0.0073864
                 134,            0.029052,           0.0071755,           0.0045469,             0.99704,                   1,               0.995,             0.75149,            0.013036,           0.0034592,           0.0013458,           0.0073666,           0.0073666,           0.0073666
                 135,            0.021379,           0.0074191,           0.0028834,             0.99543,                   1,               0.995,             0.84558,            0.018301,           0.0036034,           0.0012093,           0.0073468,           0.0073468,           0.0073468
                 136,            0.028474,           0.0068906,           0.0042948,             0.99518,                   1,               0.995,             0.82918,            0.016196,           0.0036323,           0.0011155,            0.007327,            0.007327,            0.007327
                 137,            0.023262,           0.0086558,           0.0031579,             0.99509,                   1,               0.995,             0.79613,            0.016517,           0.0035688,            0.001049,           0.0073072,           0.0073072,           0.0073072
                 138,            0.025037,           0.0073809,           0.0033449,             0.99515,                   1,               0.995,             0.80937,             0.01292,           0.0035087,          0.00095249,           0.0072874,           0.0072874,           0.0072874
                 139,            0.020521,           0.0066282,           0.0046168,             0.99562,                   1,               0.995,             0.81612,            0.020831,           0.0037667,          0.00087327,           0.0072676,           0.0072676,           0.0072676
                 140,            0.025237,           0.0074264,           0.0030658,             0.99593,                   1,               0.995,             0.85539,            0.014875,           0.0035617,          0.00077503,           0.0072478,           0.0072478,           0.0072478
                 141,            0.025004,           0.0066472,           0.0052019,             0.99595,                   1,               0.995,             0.76007,            0.015779,           0.0037211,          0.00074406,            0.007228,            0.007228,            0.007228
                 142,            0.022049,            0.007865,           0.0038015,             0.99574,                   1,               0.995,             0.84619,             0.01721,           0.0037788,          0.00069613,           0.0072082,           0.0072082,           0.0072082
                 143,            0.025159,           0.0089432,           0.0048713,             0.99593,                   1,               0.995,             0.79081,            0.014198,           0.0037544,          0.00070915,           0.0071884,           0.0071884,           0.0071884
                 144,            0.025187,            0.011045,           0.0046681,             0.99521,                   1,               0.995,             0.85006,            0.014549,           0.0035604,          0.00070853,           0.0071686,           0.0071686,           0.0071686
                 145,            0.023456,           0.0080189,           0.0025764,             0.99515,                   1,               0.995,             0.77273,            0.015972,           0.0036113,           0.0007381,           0.0071488,           0.0071488,           0.0071488
                 146,            0.023148,           0.0063734,           0.0022279,             0.99527,                   1,               0.995,             0.85112,            0.017957,           0.0035698,          0.00076693,            0.007129,            0.007129,            0.007129
                 147,             0.02396,           0.0072986,           0.0051917,             0.99522,                   1,               0.995,             0.82626,            0.015484,            0.003525,          0.00082281,           0.0071092,           0.0071092,           0.0071092
                 148,            0.023246,           0.0066314,            0.008057,             0.99503,                   1,               0.995,              0.7769,            0.015921,           0.0035687,          0.00090531,           0.0070894,           0.0070894,           0.0070894
                 149,            0.021586,           0.0063189,           0.0024848,             0.99554,                   1,               0.995,             0.82895,            0.014281,           0.0033749,          0.00098096,           0.0070696,           0.0070696,           0.0070696
                 150,            0.020789,           0.0078189,           0.0031898,             0.99597,                   1,               0.995,             0.76282,            0.015731,            0.003482,           0.0010368,           0.0070498,           0.0070498,           0.0070498
                 151,            0.024573,           0.0088633,            0.003121,             0.99567,                   1,               0.995,             0.82175,            0.012311,           0.0032337,           0.0011138,             0.00703,             0.00703,             0.00703
                 152,            0.020041,           0.0077416,           0.0047316,             0.99691,                   1,               0.995,             0.78658,            0.016598,           0.0034147,           0.0011182,           0.0070102,           0.0070102,           0.0070102
                 153,            0.024392,           0.0071944,           0.0046266,             0.99726,                   1,               0.995,             0.86582,           0.0098972,           0.0031633,           0.0011758,           0.0069904,           0.0069904,           0.0069904
                 154,            0.020507,           0.0081915,           0.0036167,             0.99711,                   1,               0.995,             0.78315,            0.020524,           0.0035356,           0.0011036,           0.0069706,           0.0069706,           0.0069706
                 155,            0.024866,           0.0084532,           0.0030401,             0.99713,                   1,               0.995,             0.90838,            0.010445,           0.0032185,           0.0011216,           0.0069508,           0.0069508,           0.0069508
                 156,            0.021678,           0.0079462,           0.0024528,             0.99717,                   1,               0.995,             0.76502,            0.016696,           0.0034565,           0.0010965,            0.006931,            0.006931,            0.006931
                 157,            0.022853,           0.0084851,           0.0030263,             0.99739,                   1,               0.995,             0.92775,            0.012237,           0.0032662,           0.0011203,           0.0069112,           0.0069112,           0.0069112
                 158,            0.021659,           0.0069166,           0.0028948,             0.99716,                   1,               0.995,                0.83,             0.01254,           0.0032313,           0.0010666,           0.0068914,           0.0068914,           0.0068914
                 159,            0.020782,           0.0077838,           0.0027657,             0.99725,                   1,               0.995,             0.84473,            0.014763,           0.0033183,           0.0010354,           0.0068716,           0.0068716,           0.0068716
                 160,            0.021774,           0.0086189,           0.0041369,             0.99712,                   1,               0.995,             0.80525,            0.016757,           0.0033963,          0.00097885,           0.0068518,           0.0068518,           0.0068518
                 161,               0.023,           0.0078758,           0.0020833,             0.99701,                   1,               0.995,             0.91622,             0.01312,           0.0032138,          0.00098331,            0.006832,            0.006832,            0.006832
                 162,            0.022704,           0.0081635,           0.0037514,             0.99712,                   1,               0.995,             0.74639,            0.014263,           0.0033826,          0.00091999,           0.0068122,           0.0068122,           0.0068122
