               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 338,            0.011516,           0.0058892,            0.001219,             0.99747,                   1,               0.995,             0.94904,           0.0069576,           0.0022491,           0.0004329,           0.0033274,           0.0033274,           0.0033274
                 339,            0.012153,           0.0053483,           0.0015554,             0.99752,                   1,               0.995,             0.95166,           0.0077734,           0.0022299,          0.00042058,           0.0033076,           0.0033076,           0.0033076
                 340,             0.01328,           0.0052392,           0.0011875,             0.99765,                   1,               0.995,              0.9224,           0.0067697,           0.0021302,          0.00041496,           0.0032878,           0.0032878,           0.0032878
                 341,            0.011932,           0.0056406,            0.001209,             0.99756,                   1,               0.995,              0.9677,           0.0070027,           0.0020718,          0.00040677,            0.003268,            0.003268,            0.003268
                 342,            0.013085,           0.0047472,           0.0020563,             0.99749,                   1,               0.995,             0.91876,           0.0068139,           0.0021846,          0.00039814,           0.0032482,           0.0032482,           0.0032482
                 343,            0.011088,           0.0045556,           0.0009356,             0.99751,                   1,               0.995,             0.96036,           0.0074789,           0.0021403,          0.00038758,           0.0032284,           0.0032284,           0.0032284
                 344,            0.013727,           0.0063909,           0.0011998,             0.99733,                   1,               0.995,             0.95692,           0.0075277,           0.0022385,          0.00038593,           0.0032086,           0.0032086,           0.0032086
                 345,            0.012873,           0.0049202,           0.0012027,             0.99712,                   1,               0.995,             0.94884,           0.0067135,           0.0021797,          0.00038024,           0.0031888,           0.0031888,           0.0031888
                 346,             0.01198,           0.0059119,           0.0013838,             0.99712,                   1,               0.995,             0.95229,           0.0065442,            0.002138,          0.00037817,            0.003169,            0.003169,            0.003169
                 347,             0.01242,           0.0061151,           0.0014081,             0.99712,                   1,               0.995,             0.94731,           0.0071603,           0.0022294,          0.00037622,           0.0031492,           0.0031492,           0.0031492
                 348,            0.012704,           0.0051399,           0.0018755,             0.99706,                   1,               0.995,             0.95068,           0.0064661,           0.0021851,          0.00037537,           0.0031294,           0.0031294,           0.0031294
                 349,            0.011654,           0.0042518,           0.0020439,             0.99714,                   1,               0.995,             0.96052,           0.0065915,           0.0022201,          0.00037631,           0.0031096,           0.0031096,           0.0031096
                 350,            0.012254,           0.0051557,          0.00094233,             0.99708,                   1,               0.995,             0.94669,           0.0070065,           0.0022575,          0.00037222,           0.0030898,           0.0030898,           0.0030898
                 351,            0.012647,           0.0058454,           0.0011125,             0.99717,                   1,               0.995,             0.93632,           0.0080114,           0.0023116,          0.00037751,             0.00307,             0.00307,             0.00307
                 352,            0.012522,           0.0051848,            0.011358,             0.99719,                   1,               0.995,             0.94208,           0.0068254,           0.0022971,          0.00038807,           0.0030502,           0.0030502,           0.0030502
                 353,            0.011059,           0.0053987,           0.0010863,             0.99724,                   1,               0.995,             0.95613,           0.0075003,           0.0023042,          0.00039571,           0.0030304,           0.0030304,           0.0030304
                 354,            0.012544,           0.0055318,           0.0025156,             0.99719,                   1,               0.995,             0.93949,           0.0066306,            0.002276,          0.00040185,           0.0030106,           0.0030106,           0.0030106
                 355,            0.012508,           0.0053584,           0.0012285,              0.9972,                   1,               0.995,             0.94572,           0.0065904,           0.0022174,          0.00040823,           0.0029908,           0.0029908,           0.0029908
                 356,            0.012304,           0.0056468,           0.0023434,             0.99726,                   1,               0.995,             0.93466,           0.0071937,           0.0023771,          0.00041797,            0.002971,            0.002971,            0.002971
                 357,            0.011882,           0.0046638,           0.0012405,             0.99738,                   1,               0.995,             0.95421,           0.0064462,           0.0022439,           0.0004232,           0.0029512,           0.0029512,           0.0029512
                 358,            0.012818,           0.0058928,           0.0032392,             0.99734,                   1,               0.995,             0.94923,           0.0068022,           0.0023379,          0.00042793,           0.0029314,           0.0029314,           0.0029314
                 359,           0.0099734,           0.0042621,           0.0012686,             0.99734,                   1,               0.995,             0.94937,           0.0072162,           0.0024698,          0.00043224,           0.0029116,           0.0029116,           0.0029116
                 360,            0.011689,           0.0049791,           0.0025759,             0.99742,                   1,               0.995,             0.95896,           0.0073573,             0.00238,          0.00043713,           0.0028918,           0.0028918,           0.0028918
                 361,            0.012169,           0.0057668,           0.0022831,             0.99749,                   1,               0.995,             0.94154,           0.0064003,           0.0023232,          0.00044044,            0.002872,            0.002872,            0.002872
                 362,            0.011979,           0.0048497,           0.0011785,             0.99727,                   1,               0.995,             0.96178,           0.0061773,           0.0023535,          0.00044486,           0.0028522,           0.0028522,           0.0028522
                 363,            0.011817,           0.0059859,           0.0016272,             0.99744,                   1,               0.995,             0.95855,           0.0065832,           0.0022337,          0.00044728,           0.0028324,           0.0028324,           0.0028324
                 364,            0.011384,           0.0051177,            0.001401,             0.99747,                   1,               0.995,             0.94482,           0.0064082,           0.0021955,           0.0004477,           0.0028126,           0.0028126,           0.0028126
                 365,            0.011172,           0.0056701,           0.0018142,             0.99766,                   1,               0.995,             0.96583,           0.0059797,           0.0020207,          0.00044665,           0.0027928,           0.0027928,           0.0027928
                 366,            0.011195,           0.0059151,          0.00097924,             0.99767,                   1,               0.995,             0.93565,           0.0074469,           0.0021375,          0.00044439,            0.002773,            0.002773,            0.002773
                 367,            0.012939,            0.005397,           0.0019822,             0.99758,                   1,               0.995,             0.95826,           0.0052744,           0.0019469,          0.00043847,           0.0027532,           0.0027532,           0.0027532
                 368,            0.011152,           0.0048915,           0.0016749,             0.99754,                   1,               0.995,              0.9665,           0.0091015,           0.0022537,          0.00043842,           0.0027334,           0.0027334,           0.0027334
                 369,            0.011678,           0.0057226,           0.0022424,             0.99754,                   1,               0.995,             0.96401,           0.0066328,           0.0021044,          0.00043396,           0.0027136,           0.0027136,           0.0027136
                 370,             0.01058,           0.0040275,           0.0013206,             0.99746,                   1,               0.995,             0.96064,            0.006907,           0.0021583,           0.0004282,           0.0026938,           0.0026938,           0.0026938
                 371,            0.012364,           0.0050462,            0.010359,              0.9975,                   1,               0.995,             0.92392,            0.006588,           0.0020284,          0.00041797,            0.002674,            0.002674,            0.002674
                 372,            0.013673,           0.0060134,           0.0017116,             0.99745,                   1,               0.995,             0.97099,           0.0069439,           0.0020859,           0.0004118,           0.0026542,           0.0026542,           0.0026542
                 373,            0.010329,           0.0051213,           0.0013049,             0.99743,                   1,               0.995,             0.94406,             0.00615,           0.0019653,          0.00040593,           0.0026344,           0.0026344,           0.0026344
                 374,            0.011575,           0.0058875,           0.0019358,             0.99737,                   1,               0.995,             0.95893,           0.0067617,           0.0021195,          0.00040054,           0.0026146,           0.0026146,           0.0026146
                 375,             0.01339,           0.0046428,           0.0019016,             0.99742,                   1,               0.995,             0.95688,           0.0061136,            0.002018,          0.00039224,           0.0025948,           0.0025948,           0.0025948
                 376,            0.010118,           0.0052555,           0.0028821,             0.99745,                   1,               0.995,             0.96848,           0.0064014,           0.0021191,          0.00038947,            0.002575,            0.002575,            0.002575
                 377,            0.011034,           0.0042205,           0.0010805,              0.9976,                   1,               0.995,             0.96157,           0.0057436,           0.0020051,           0.0003871,           0.0025552,           0.0025552,           0.0025552
                 378,             0.01091,           0.0052367,           0.0017203,              0.9976,                   1,               0.995,             0.96721,           0.0056564,           0.0020018,          0.00038896,           0.0025354,           0.0025354,           0.0025354
                 379,            0.010666,           0.0052418,           0.0020721,             0.99767,                   1,               0.995,             0.95384,            0.006373,           0.0020627,          0.00038877,           0.0025156,           0.0025156,           0.0025156
                 380,           0.0098908,           0.0042431,           0.0008449,             0.99775,                   1,               0.995,             0.95967,           0.0056636,           0.0019706,          0.00038842,           0.0024958,           0.0024958,           0.0024958
                 381,            0.010763,            0.004662,           0.0087277,             0.99772,                   1,               0.995,             0.97779,           0.0059135,           0.0020212,          0.00038725,            0.002476,            0.002476,            0.002476
                 382,            0.010917,           0.0050935,           0.0011997,             0.99766,                   1,               0.995,             0.96213,           0.0059256,           0.0020323,          0.00039125,           0.0024562,           0.0024562,           0.0024562
                 383,            0.010705,            0.004391,            0.001126,             0.99764,                   1,               0.995,             0.95918,           0.0062747,           0.0020815,          0.00038935,           0.0024364,           0.0024364,           0.0024364
                 384,            0.010871,           0.0046159,           0.0028989,             0.99761,                   1,               0.995,              0.9579,           0.0054332,           0.0019636,          0.00039007,           0.0024166,           0.0024166,           0.0024166
                 385,            0.010109,           0.0050123,           0.0012458,              0.9976,                   1,               0.995,             0.94894,           0.0058277,           0.0020179,          0.00038664,           0.0023968,           0.0023968,           0.0023968
                 386,            0.011727,            0.004239,           0.0024074,             0.99753,                   1,               0.995,             0.97458,           0.0060039,           0.0019194,          0.00038456,            0.002377,            0.002377,            0.002377
                 387,            0.011097,           0.0048985,           0.0011541,             0.99753,                   1,               0.995,             0.95432,           0.0066399,           0.0020867,          0.00038173,           0.0023572,           0.0023572,           0.0023572
                 388,            0.011719,           0.0044695,           0.0033649,             0.99759,                   1,               0.995,             0.96234,           0.0056238,           0.0019316,          0.00038357,           0.0023374,           0.0023374,           0.0023374
                 389,            0.010534,           0.0049902,           0.0031457,             0.99767,                   1,               0.995,             0.96705,           0.0055499,           0.0019441,          0.00037837,           0.0023176,           0.0023176,           0.0023176
                 390,            0.010221,           0.0063274,           0.0016433,             0.99779,                   1,               0.995,             0.96248,           0.0055595,           0.0018771,          0.00037802,           0.0022978,           0.0022978,           0.0022978
                 391,            0.012565,           0.0059702,            0.001648,             0.99767,                   1,               0.995,             0.97171,           0.0053012,           0.0019019,          0.00037648,            0.002278,            0.002278,            0.002278
                 392,            0.010203,           0.0063191,           0.0034029,             0.99755,                   1,               0.995,             0.95726,           0.0065438,           0.0020363,          0.00037348,           0.0022582,           0.0022582,           0.0022582
                 393,            0.010998,           0.0049349,             0.00876,             0.99742,                   1,               0.995,             0.97788,            0.005066,           0.0019481,          0.00037165,           0.0022384,           0.0022384,           0.0022384
                 394,            0.009296,           0.0045017,           0.0014838,             0.99726,                   1,               0.995,             0.97439,           0.0059096,           0.0020406,          0.00037683,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01084,           0.0056704,           0.0018626,             0.99717,                   1,               0.995,             0.96794,           0.0051686,           0.0019879,          0.00037602,           0.0021988,           0.0021988,           0.0021988
                 396,            0.010003,           0.0044372,          0.00074654,              0.9971,                   1,               0.995,             0.93576,           0.0063201,           0.0021099,           0.0003732,            0.002179,            0.002179,            0.002179
                 397,            0.010677,           0.0058354,           0.0010132,              0.9971,                   1,               0.995,             0.96395,           0.0050025,           0.0019924,          0.00037223,           0.0021592,           0.0021592,           0.0021592
                 398,            0.011823,           0.0065827,           0.0016345,             0.99699,                   1,               0.995,             0.95955,           0.0054914,           0.0020674,           0.0003662,           0.0021394,           0.0021394,           0.0021394
                 399,            0.011569,           0.0067974,           0.0021336,               0.997,                   1,               0.995,             0.97823,           0.0051768,           0.0020757,          0.00036257,           0.0021196,           0.0021196,           0.0021196
                 400,            0.010314,           0.0058975,           0.0016761,               0.997,                   1,               0.995,              0.9528,           0.0059672,           0.0021039,          0.00035795,           0.0020998,           0.0020998,           0.0020998
                 401,            0.010962,           0.0045319,           0.0027502,             0.99709,                   1,               0.995,             0.97373,            0.005034,            0.001971,          0.00035219,             0.00208,             0.00208,             0.00208
                 402,           0.0098295,           0.0052117,           0.0016485,             0.99712,                   1,               0.995,             0.97251,           0.0057925,           0.0021299,          0.00034151,           0.0020602,           0.0020602,           0.0020602
                 403,            0.010514,           0.0056772,           0.0010312,             0.99714,                   1,               0.995,             0.96236,           0.0059194,           0.0022346,          0.00033414,           0.0020404,           0.0020404,           0.0020404
                 404,            0.011013,           0.0049455,           0.0024541,             0.99718,                   1,               0.995,             0.98214,           0.0056863,           0.0020813,          0.00032675,           0.0020206,           0.0020206,           0.0020206
                 405,            0.008595,           0.0037409,           0.0010679,              0.9972,                   1,               0.995,             0.97162,           0.0052419,           0.0019525,          0.00032301,           0.0020008,           0.0020008,           0.0020008
                 406,            0.010408,            0.005522,           0.0029014,             0.99717,                   1,               0.995,             0.96295,           0.0058212,           0.0019245,          0.00032144,            0.001981,            0.001981,            0.001981
                 407,            0.012038,           0.0052744,           0.0030865,             0.99733,                   1,               0.995,             0.97056,           0.0050003,           0.0018463,          0.00031292,           0.0019612,           0.0019612,           0.0019612
                 408,             0.00811,           0.0046409,           0.0021242,             0.99739,                   1,               0.995,               0.969,           0.0052139,           0.0018677,           0.0003098,           0.0019414,           0.0019414,           0.0019414
                 409,            0.010307,           0.0048218,           0.0010798,             0.99748,                   1,               0.995,              0.9755,           0.0054651,           0.0019552,          0.00030447,           0.0019216,           0.0019216,           0.0019216
                 410,           0.0093955,           0.0043437,          0.00096532,             0.99755,                   1,               0.995,             0.96652,           0.0053301,           0.0020094,           0.0002968,           0.0019018,           0.0019018,           0.0019018
                 411,           0.0092326,           0.0056731,           0.0013169,             0.99766,                   1,               0.995,             0.96845,           0.0055811,           0.0020455,          0.00028746,            0.001882,            0.001882,            0.001882
                 412,           0.0093506,           0.0051314,           0.0012112,              0.9977,                   1,               0.995,             0.95393,           0.0056453,           0.0021125,          0.00027956,           0.0018622,           0.0018622,           0.0018622
                 413,           0.0094532,           0.0045557,          0.00078301,             0.99766,                   1,               0.995,             0.96547,           0.0057735,           0.0021332,          0.00027352,           0.0018424,           0.0018424,           0.0018424
                 414,           0.0093505,           0.0037849,           0.0011025,             0.99762,                   1,               0.995,             0.96534,           0.0050574,           0.0020177,          0.00026825,           0.0018226,           0.0018226,           0.0018226
                 415,           0.0092065,           0.0046295,            0.001303,             0.99768,                   1,               0.995,             0.96497,           0.0053425,           0.0020641,          0.00026155,           0.0018028,           0.0018028,           0.0018028
                 416,           0.0099743,           0.0055164,           0.0035243,              0.9977,                   1,               0.995,              0.9655,           0.0050924,           0.0019662,          0.00025362,            0.001783,            0.001783,            0.001783
                 417,           0.0090621,           0.0045998,          0.00088091,             0.99765,                   1,               0.995,             0.96908,           0.0052742,            0.002042,          0.00024806,           0.0017632,           0.0017632,           0.0017632
                 418,            0.010749,            0.004819,           0.0012706,             0.99764,                   1,               0.995,             0.97106,           0.0049553,           0.0019482,          0.00024419,           0.0017434,           0.0017434,           0.0017434
                 419,           0.0098017,           0.0052453,           0.0020239,             0.99765,                   1,               0.995,             0.97719,           0.0053928,           0.0019957,          0.00024036,           0.0017236,           0.0017236,           0.0017236
                 420,           0.0091687,           0.0045554,          0.00077024,              0.9977,                   1,               0.995,             0.98457,           0.0051078,           0.0019308,          0.00023459,           0.0017038,           0.0017038,           0.0017038
                 421,           0.0088319,            0.003795,             0.00224,             0.99781,                   1,               0.995,             0.96661,           0.0056236,           0.0019853,          0.00022952,            0.001684,            0.001684,            0.001684
                 422,           0.0089062,           0.0050167,          0.00071185,             0.99761,                   1,               0.995,             0.98248,           0.0048981,           0.0018565,          0.00022666,           0.0016642,           0.0016642,           0.0016642
                 423,           0.0088376,           0.0045754,           0.0011034,             0.99769,                   1,               0.995,             0.97401,            0.005001,            0.001818,          0.00022364,           0.0016444,           0.0016444,           0.0016444
                 424,           0.0088806,           0.0046858,           0.0010553,             0.99767,                   1,               0.995,              0.9726,           0.0052131,           0.0018593,          0.00022195,           0.0016246,           0.0016246,           0.0016246
                 425,            0.010207,           0.0047538,          0.00091607,             0.99767,                   1,               0.995,             0.97199,           0.0049358,           0.0018208,          0.00022108,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01115,           0.0054316,           0.0018108,             0.99779,                   1,               0.995,             0.96568,           0.0047957,           0.0017831,          0.00021576,            0.001585,            0.001585,            0.001585
                 427,           0.0085523,            0.004193,          0.00088772,             0.99775,                   1,               0.995,             0.95946,            0.004987,            0.001806,          0.00021261,           0.0015652,           0.0015652,           0.0015652
                 428,            0.010868,           0.0044777,           0.0011907,             0.99775,                   1,               0.995,             0.97418,           0.0050286,           0.0018237,          0.00020773,           0.0015454,           0.0015454,           0.0015454
                 429,            0.010408,           0.0052971,          0.00090277,             0.99772,                   1,               0.995,             0.95307,           0.0055635,           0.0018893,          0.00020751,           0.0015256,           0.0015256,           0.0015256
                 430,           0.0094035,           0.0050326,           0.0011155,             0.99765,                   1,               0.995,             0.97287,           0.0049487,           0.0018497,          0.00020502,           0.0015058,           0.0015058,           0.0015058
                 431,           0.0093979,           0.0055851,           0.0050019,             0.99767,                   1,               0.995,              0.9672,           0.0052966,           0.0018839,           0.0002042,            0.001486,            0.001486,            0.001486
                 432,           0.0095853,            0.004392,           0.0021382,             0.99775,                   1,               0.995,             0.97571,           0.0048611,           0.0018416,           0.0002019,           0.0014662,           0.0014662,           0.0014662
                 433,           0.0082318,           0.0040945,          0.00051681,             0.99781,                   1,               0.995,             0.98536,           0.0047328,            0.001834,          0.00020157,           0.0014464,           0.0014464,           0.0014464
                 434,           0.0088764,           0.0053364,           0.0013285,              0.9978,                   1,               0.995,              0.9725,           0.0046451,           0.0018194,          0.00020256,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010001,           0.0049905,          0.00099253,             0.99782,                   1,               0.995,              0.9766,           0.0048165,           0.0018604,          0.00020286,           0.0014068,           0.0014068,           0.0014068
                 436,           0.0098635,           0.0042943,          0.00084584,             0.99765,                   1,               0.995,             0.96905,           0.0048382,           0.0018209,          0.00020244,            0.001387,            0.001387,            0.001387
                 437,             0.01029,           0.0053007,            0.001891,             0.99774,                   1,               0.995,             0.97379,           0.0043555,            0.001796,          0.00020354,           0.0013672,           0.0013672,           0.0013672
                 438,           0.0079364,           0.0038754,           0.0013313,              0.9977,                   1,               0.995,             0.97179,           0.0047189,           0.0018143,          0.00020509,           0.0013474,           0.0013474,           0.0013474
                 439,           0.0097266,           0.0053622,           0.0080314,              0.9977,                   1,               0.995,             0.97521,           0.0044534,           0.0017835,          0.00020474,           0.0013276,           0.0013276,           0.0013276
                 440,           0.0097707,           0.0047198,           0.0015422,             0.99771,                   1,               0.995,              0.9755,           0.0045023,           0.0017915,          0.00020381,           0.0013078,           0.0013078,           0.0013078
                 441,             0.01085,            0.004682,           0.0056539,             0.99763,                   1,               0.995,             0.96643,           0.0050042,           0.0018403,          0.00020391,            0.001288,            0.001288,            0.001288
                 442,           0.0093797,           0.0041703,          0.00067421,             0.99762,                   1,               0.995,             0.97923,           0.0043064,           0.0017384,          0.00020463,           0.0012682,           0.0012682,           0.0012682
                 443,           0.0086697,            0.003762,           0.0020978,             0.99761,                   1,               0.995,             0.97852,           0.0041991,           0.0017236,          0.00020661,           0.0012484,           0.0012484,           0.0012484
                 444,           0.0097567,            0.005457,          0.00069858,             0.99761,                   1,               0.995,             0.97555,           0.0043785,           0.0017187,          0.00020766,           0.0012286,           0.0012286,           0.0012286
                 445,           0.0075227,           0.0032933,            0.001617,             0.99758,                   1,               0.995,              0.9857,            0.004063,           0.0017084,          0.00020645,           0.0012088,           0.0012088,           0.0012088
                 446,           0.0082372,           0.0050048,           0.0015657,             0.99761,                   1,               0.995,             0.97838,           0.0042494,            0.001729,          0.00020651,            0.001189,            0.001189,            0.001189
                 447,           0.0089194,           0.0048276,           0.0012844,             0.99764,                   1,               0.995,             0.98179,           0.0039693,           0.0017033,          0.00020574,           0.0011692,           0.0011692,           0.0011692
                 448,           0.0079937,           0.0046781,           0.0016759,             0.99767,                   1,               0.995,             0.98472,           0.0041908,           0.0017147,          0.00020368,           0.0011494,           0.0011494,           0.0011494
                 449,            0.008149,           0.0047296,           0.0033066,             0.99771,                   1,               0.995,             0.98463,           0.0039518,           0.0016878,          0.00020108,           0.0011296,           0.0011296,           0.0011296
                 450,           0.0087382,           0.0055164,           0.0014151,             0.99777,                   1,               0.995,             0.98464,           0.0040918,           0.0017259,          0.00019888,           0.0011098,           0.0011098,           0.0011098
                 451,           0.0076434,           0.0039341,           0.0010174,             0.99774,                   1,               0.995,             0.98463,           0.0041768,           0.0017669,          0.00019599,             0.00109,             0.00109,             0.00109
                 452,           0.0084019,           0.0049154,            0.002006,             0.99775,                   1,               0.995,             0.98117,           0.0041353,           0.0017868,          0.00019522,           0.0010702,           0.0010702,           0.0010702
                 453,           0.0095762,            0.005132,           0.0015952,             0.99777,                   1,               0.995,             0.98135,           0.0044813,           0.0018447,          0.00019423,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0078165,           0.0045696,          0.00053654,             0.99782,                   1,               0.995,             0.98116,           0.0043025,           0.0017732,          0.00019275,           0.0010306,           0.0010306,           0.0010306
                 455,           0.0080786,           0.0048849,           0.0010034,             0.99775,                   1,               0.995,             0.97326,           0.0041809,           0.0017296,          0.00019158,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0081269,           0.0043961,           0.0015463,             0.99781,                   1,               0.995,             0.97796,           0.0041146,           0.0017153,          0.00019015,            0.000991,            0.000991,            0.000991
                 457,           0.0086973,           0.0046922,           0.0016548,             0.99785,                   1,               0.995,              0.9749,           0.0041548,           0.0017082,          0.00018728,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0074192,           0.0034624,           0.0011528,             0.99784,                   1,               0.995,             0.97482,           0.0041478,           0.0016957,          0.00018354,           0.0009514,           0.0009514,           0.0009514
                 459,           0.0082135,           0.0039823,          0.00096414,             0.99786,                   1,               0.995,             0.97482,           0.0043182,           0.0017216,          0.00018099,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0076846,           0.0040095,           0.0010471,             0.99785,                   1,               0.995,             0.96641,           0.0042676,           0.0017095,          0.00017903,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0081778,           0.0043488,           0.0007821,             0.99789,                   1,               0.995,             0.97481,           0.0042682,           0.0016975,          0.00017727,            0.000892,            0.000892,            0.000892
                 462,           0.0093662,           0.0038227,           0.0052005,             0.99789,                   1,               0.995,             0.97834,           0.0041343,           0.0016879,          0.00017509,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0083139,           0.0040007,            0.002748,             0.99789,                   1,               0.995,             0.97496,            0.004219,           0.0016866,          0.00017333,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0081342,           0.0054229,          0.00051094,             0.99785,                   1,               0.995,             0.97526,            0.004338,           0.0016942,          0.00017329,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0077354,           0.0045601,           0.0010502,             0.99786,                   1,               0.995,              0.9794,           0.0042217,           0.0016903,           0.0001732,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0083556,           0.0039717,           0.0023696,             0.99783,                   1,               0.995,             0.97224,           0.0041577,           0.0016704,          0.00017106,            0.000793,            0.000793,            0.000793
                 467,           0.0094862,           0.0045502,           0.0034037,             0.99784,                   1,               0.995,             0.96554,           0.0041922,           0.0016665,          0.00016894,           0.0007732,           0.0007732,           0.0007732
                 468,            0.007458,           0.0048236,           0.0017129,             0.99781,                   1,               0.995,             0.96987,           0.0041133,           0.0016566,          0.00016769,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0075311,           0.0048793,           0.0010943,             0.99781,                   1,               0.995,              0.9702,           0.0042651,           0.0016739,          0.00016652,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0083682,           0.0048019,           0.0015488,             0.99779,                   1,               0.995,             0.97038,           0.0042239,           0.0016788,          0.00016588,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0089415,           0.0052757,          0.00062636,             0.99782,                   1,               0.995,              0.9702,            0.004223,            0.001678,          0.00016643,            0.000694,            0.000694,            0.000694
                 472,           0.0073132,           0.0051075,          0.00037171,             0.99783,                   1,               0.995,             0.96775,           0.0042697,           0.0016842,           0.0001653,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0077061,           0.0042382,           0.0021827,             0.99784,                   1,               0.995,             0.96777,           0.0042616,           0.0016881,          0.00016401,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0085789,           0.0040994,           0.0016669,              0.9978,                   1,               0.995,             0.96778,           0.0043049,           0.0016951,          0.00016253,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0078547,            0.004806,          0.00072621,             0.99778,                   1,               0.995,             0.96744,           0.0043455,           0.0017044,          0.00016029,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0078504,            0.003933,          0.00083468,             0.99779,                   1,               0.995,             0.96742,           0.0042655,           0.0016916,          0.00015911,            0.000595,            0.000595,            0.000595
                 477,           0.0085232,           0.0047171,          0.00098192,             0.99776,                   1,               0.995,             0.96984,           0.0041874,           0.0016787,          0.00015573,           0.0005752,           0.0005752,           0.0005752
                 478,            0.007739,           0.0043456,           0.0010956,             0.99769,                   1,               0.995,             0.97442,           0.0043072,           0.0016996,          0.00015493,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0073265,            0.003235,           0.0011099,             0.99772,                   1,               0.995,             0.97158,           0.0043304,           0.0017063,          0.00015354,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0084604,           0.0043943,           0.0012521,             0.99767,                   1,               0.995,             0.97168,            0.004369,           0.0017181,          0.00015352,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0078996,           0.0039713,           0.0012163,             0.99767,                   1,               0.995,             0.97421,           0.0043223,            0.001721,          0.00015283,            0.000496,            0.000496,            0.000496
                 482,           0.0081154,           0.0050184,           0.0012166,             0.99765,                   1,               0.995,             0.98275,           0.0042242,           0.0017138,          0.00015188,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0078948,           0.0049149,          0.00042224,             0.99767,                   1,               0.995,             0.98259,           0.0042168,           0.0017108,          0.00015128,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0069087,           0.0040689,           0.0012402,             0.99766,                   1,               0.995,             0.98268,           0.0042548,           0.0017189,          0.00015072,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0075202,           0.0042723,          0.00049021,             0.99772,                   1,               0.995,             0.97987,           0.0042013,           0.0017059,          0.00015009,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0084934,           0.0046132,           0.0011326,             0.99774,                   1,               0.995,             0.97695,           0.0042087,           0.0017029,          0.00014955,            0.000397,            0.000397,            0.000397
                 487,           0.0077372,            0.003696,            0.001061,             0.99777,                   1,               0.995,              0.9723,           0.0042584,            0.001709,          0.00014874,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0078406,           0.0041181,            0.011009,             0.99779,                   1,               0.995,             0.97229,           0.0043265,           0.0017155,          0.00014858,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0089262,           0.0049394,           0.0088523,             0.99782,                   1,               0.995,             0.97412,           0.0042645,           0.0017096,          0.00014812,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0080012,           0.0046597,          0.00077471,             0.99782,                   1,               0.995,             0.97681,           0.0041606,           0.0016987,          0.00014885,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0075275,           0.0055953,           0.0011711,             0.99786,                   1,               0.995,             0.97679,           0.0041238,           0.0016924,          0.00014814,            0.000298,            0.000298,            0.000298
                 492,            0.008135,           0.0040501,          0.00058567,             0.99785,                   1,               0.995,             0.97677,            0.004119,           0.0016912,          0.00014678,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0088657,           0.0062724,          0.00062959,             0.99785,                   1,               0.995,             0.97963,           0.0041045,           0.0016879,          0.00014635,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0068121,           0.0046063,          0.00067157,             0.99785,                   1,               0.995,             0.97964,           0.0040919,           0.0016825,          0.00014395,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0076964,            0.004184,          0.00085307,             0.99783,                   1,               0.995,             0.97952,           0.0041104,           0.0016912,          0.00014226,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0078709,           0.0045794,           0.0020559,             0.99784,                   1,               0.995,             0.97952,           0.0040845,             0.00169,          0.00014237,            0.000199,            0.000199,            0.000199
                 497,           0.0082458,           0.0039159,           0.0010136,             0.99783,                   1,               0.995,             0.97951,           0.0040641,           0.0016919,           0.0001413,           0.0001792,           0.0001792,           0.0001792
